id,range_names,Clipper Invocations,Post-Clip Primitives,CS Invocations,DS Invocations,GPU Elapsed Time,GS Invocations,Post-GS Primitives,HS Invocations,Primitive Count,Vertex Count,VS Invocations,Pixels Rendered,PS Invocations
1950,DrawIndexed,1103,1103,0,0,15,0,0,0,1103,3309,1905,0,0
1951,DrawIndexed,644,644,0,0,15,0,0,0,644,1932,1284,0,0
1952,DrawIndexed,1103,1103,0,0,15,0,0,0,1103,3309,1905,0,0
1953,DrawIndexed,1103,1103,0,0,15,0,0,0,1103,3309,1905,0,0
1954,DrawIndexed,1103,1103,0,0,16,0,0,0,1103,3309,1905,0,0
1955,DrawIndexed,644,644,0,0,14,0,0,0,644,1932,1284,0,0
1956,DrawIndexed,644,644,0,0,15,0,0,0,644,1932,1284,0,0
1957,DrawIndexed,1103,1103,0,0,16,0,0,0,1103,3309,1905,0,0
1958,DrawIndexed,644,644,0,0,15,0,0,0,644,1932,1284,0,0
1959,DrawIndexed,644,644,0,0,14,0,0,0,644,1932,1284,0,0
1960,DrawIndexed,1103,1103,0,0,16,0,0,0,1103,3309,1905,0,0
1961,DrawIndexed,1103,1103,0,0,15,0,0,0,1103,3309,1905,0,0
1962,DrawIndexed,1103,1103,0,0,15,0,0,0,1103,3309,1905,0,0
1963,DrawIndexed,1103,1103,0,0,16,0,0,0,1103,3309,1905,0,0
1964,DrawIndexed,1103,1103,0,0,16,0,0,0,1103,3309,1905,0,0
1965,DrawIndexed,1103,1103,0,0,15,0,0,0,1103,3309,1905,0,0
1966,DrawIndexed,1103,1103,0,0,15,0,0,0,1103,3309,1905,0,0
1967,DrawIndexed,1103,1103,0,0,15,0,0,0,1103,3309,1905,0,0
1968,DrawIndexed,1103,1103,0,0,15,0,0,0,1103,3309,1905,0,0
1969,DrawIndexed,1103,1103,0,0,15,0,0,0,1103,3309,1905,0,0
1970,DrawIndexed,1103,1103,0,0,15,0,0,0,1103,3309,1905,0,0
1971,DrawIndexed,1103,1103,0,0,16,0,0,0,1103,3309,1905,0,0
1972,DrawIndexed,1103,1103,0,0,15,0,0,0,1103,3309,1905,0,0
1973,DrawIndexed,1103,1103,0,0,14,0,0,0,1103,3309,1905,0,0
1974,DrawIndexed,1103,1103,0,0,16,0,0,0,1103,3309,1905,0,0
1975,DrawIndexed,1103,1103,0,0,16,0,0,0,1103,3309,1905,0,0
1976,DrawIndexed,1103,1103,0,0,15,0,0,0,1103,3309,1905,0,0
1977,DrawIndexed,1103,1103,0,0,15,0,0,0,1103,3309,1905,0,0
1978,DrawIndexedInstanced,1472,1472,0,0,22,0,0,0,1472,4416,2340,0,0
1979,DrawIndexedInstanced,2944,2708,0,0,24,0,0,0,2944,8832,4680,0,0
1980,DrawIndexedInstanced,5152,4416,0,0,28,0,0,0,5152,15456,8204,0,0
1981,DrawIndexed,736,736,0,0,19,0,0,0,736,2208,1170,0,0
1982,DrawIndexedInstanced,9096,9096,0,0,32,0,0,0,9096,27288,9403,0,0
1983,DrawIndexedInstanced,10926,10926,0,0,36,0,0,0,10926,32778,10947,0,0
1984,DrawIndexed,12594,12594,0,0,58,0,0,0,12594,37782,33431,0,0
1985,DrawIndexedInstanced,25648,25648,0,0,50,0,0,0,25648,76944,25161,0,0
1986,DrawIndexed,612,612,0,0,16,0,0,0,612,1836,851,0,0
1987,DrawIndexed,390,183,0,0,20,0,0,0,390,1170,363,0,0
1988,DrawIndexedInstanced,704,692,0,0,19,0,0,0,704,2112,970,0,0
1989,DrawIndexed,118,118,0,0,19,0,0,0,118,354,171,0,0
1990,DrawIndexedInstanced,1652,1416,0,0,20,0,0,0,1652,4956,2336,0,0
1991,DrawIndexedInstanced,236,236,0,0,19,0,0,0,236,708,340,0,0
1992,DrawIndexed,592,592,0,0,30,0,0,0,592,1776,806,0,0
1993,DrawIndexedInstanced,18820,18820,0,0,43,0,0,0,18820,56460,20513,0,0
1994,DrawIndexed,2510,2510,0,0,22,0,0,0,2510,7530,2460,0,0
1995,DrawIndexedInstanced,3448,2718,0,0,24,0,0,0,3448,10344,3291,0,0
1996,DrawIndexed,0,0,0,19944,92,19944,0,8192,8192,24576,12021,0,0
1997,DrawIndexed,0,0,0,19944,116,19944,0,8192,8192,24576,12021,0,0
1998,DrawIndexed,0,0,0,15786,76,15786,0,8192,8192,24576,12021,0,0
1999,DrawIndexed,0,0,0,15786,96,15786,0,8192,8192,24576,12021,0,0
2000,DrawIndexed,0,0,0,6312,62,6312,0,8192,8192,24576,12021,0,0
2001,DrawIndexed,0,0,0,6312,74,6312,0,8192,8192,24576,12021,0,0
2002,DrawIndexed,0,0,0,3204,62,3204,0,8192,8192,24576,12021,0,0
2003,DrawIndexed,0,0,0,3204,64,3204,0,8192,8192,24576,12021,0,0
2004,DrawIndexed,13582,13582,0,0,41,0,0,0,13582,40746,15641,267,794
2005,DrawIndexed,41782,41782,0,0,71,0,0,0,41782,125346,47916,1260,4409
2006,DrawIndexed,24334,24334,0,0,50,0,0,0,24334,73002,28000,342,1768
2007,DrawIndexed,16446,16446,0,0,43,0,0,0,16446,49338,18890,35,175
2008,DrawIndexed,84,84,0,0,23,0,0,0,84,252,125,0,0
2009,DrawIndexed,84,84,0,0,16,0,0,0,84,252,125,0,0
2010,DrawIndexed,84,84,0,0,17,0,0,0,84,252,125,0,0
2011,DrawIndexed,84,84,0,0,15,0,0,0,84,252,125,0,0
2012,DrawIndexed,84,84,0,0,17,0,0,0,84,252,125,0,0
2013,DrawIndexed,168,168,0,0,14,0,0,0,168,504,250,0,0
2014,DrawIndexed,84,84,0,0,15,0,0,0,84,252,125,0,0
2015,DrawIndexedInstanced,496,496,0,0,28,0,0,0,496,1488,812,1321,31510
2016,DrawIndexedInstanced,888,888,0,0,24,0,0,0,888,2664,1484,345,7857
2017,DrawIndexed,728,728,0,0,32,0,0,0,728,2184,876,2293,4716
2018,DrawIndexed,918,918,0,0,94,0,0,0,918,2754,1836,21222,118532
2019,DrawIndexed,44,44,0,0,21,0,0,0,44,132,45,2,191
2020,DrawIndexed,96,96,0,0,19,0,0,0,96,288,90,0,35
2021,DrawIndexedInstanced,420,420,0,0,25,0,0,0,420,1260,654,1704,22803
2022,DrawIndexedInstanced,2340,1874,0,0,29,0,0,0,2340,7020,3536,3510,46797
2023,DrawIndexedInstanced,2240,2240,0,0,34,0,0,0,2240,6720,3406,8394,52523
2024,DrawIndexedInstanced,888,888,0,0,24,0,0,0,888,2664,1456,697,6461
2025,DrawIndexed,210,210,0,0,22,0,0,0,210,630,318,829,10256
2026,DrawIndexedInstanced,1344,1344,0,0,26,0,0,0,1344,4032,2060,1116,23865
2027,DrawIndexed,26,26,0,0,22,0,0,0,26,78,30,0,0
2028,DrawIndexed,444,444,0,0,21,0,0,0,444,1332,730,0,156
2029,DrawIndexedInstanced,22590,21971,0,0,144,0,0,0,22590,67770,45180,29518,231451
2030,DrawIndexedInstanced,1008,1008,0,0,27,0,0,0,1008,3024,991,7,26
2031,DrawIndexedInstanced,1008,1008,0,0,24,0,0,0,1008,3024,991,2,16
2032,DrawIndexed,210,210,0,0,25,0,0,0,210,630,318,1858,13809
2033,DrawIndexed,12930,12930,0,0,77,0,0,0,12930,38790,25860,11751,87927
2034,DrawIndexed,144,144,0,0,19,0,0,0,144,432,126,0,0
2035,DrawIndexed,7530,7530,0,0,47,0,0,0,7530,22590,15060,733,14013
2036,DrawIndexed,238,238,0,0,19,0,0,0,238,714,267,0,0
2037,DrawIndexedInstanced,1008,1008,0,0,27,0,0,0,1008,3024,991,1,5
2038,DrawIndexedInstanced,1008,1008,0,0,20,0,0,0,1008,3024,991,0,2
2039,DrawIndexed,1742,1742,0,0,27,0,0,0,1742,5226,2414,548,3707
2040,DrawIndexed,6971,6971,0,0,43,0,0,0,6971,20913,12719,3389,21497
2041,DrawIndexed,1290,1290,0,0,28,0,0,0,1290,3870,2580,0,0
2042,DrawIndexed,12,12,0,0,19,0,0,0,12,36,16,0,0
2043,DrawIndexed,3350,3350,0,0,35,0,0,0,3350,10050,2908,3540,3771
2044,DrawIndexed,378,378,0,0,22,0,0,0,378,1134,359,0,198
2045,DrawIndexed,378,378,0,0,16,0,0,0,378,1134,359,0,201
2046,DrawIndexed,1852,1852,0,0,23,0,0,0,1852,5556,1570,1414,1968
2047,DrawIndexed,506,506,0,0,20,0,0,0,506,1518,417,766,1803
2048,DrawIndexed,506,506,0,0,23,0,0,0,506,1518,417,766,1659
2049,DrawIndexed,1852,1852,0,0,18,0,0,0,1852,5556,1570,1362,1968
2050,DrawIndexed,378,378,0,0,22,0,0,0,378,1134,359,0,189
2051,DrawIndexed,378,378,0,0,15,0,0,0,378,1134,359,0,0
2052,DrawIndexed,3350,3350,0,0,19,0,0,0,3350,10050,2908,3380,3523
2053,DrawIndexed,64,18,0,0,22,0,0,0,64,192,70,0,11982
2054,DrawIndexed,64,16,0,0,20,0,0,0,64,192,70,0,82833
2055,CopyResource,0,0,0,0,361,0,0,0,0,0,0,0,0
2056,ClearRenderTargetView,0,0,0,0,6,0,0,0,0,0,0,0,0
2057,DrawIndexed,2,2,0,0,208,0,0,0,2,6,4,2.0736e+06,2.0736e+06
2058,DrawIndexed,2,2,0,0,126,0,0,0,2,6,4,2.0736e+06,2.0736e+06
2059,DrawIndexed,2,2,0,0,125,0,0,0,2,6,4,2.0736e+06,2.0736e+06
2060,DrawIndexed,2,2,0,0,268,0,0,0,2,6,4,2.0736e+06,2.0736e+06
2061,DrawIndexed,2,2,0,0,156,0,0,0,2,6,4,2.0736e+06,2.0736e+06
2062,DrawIndexed,2,2,0,0,123,0,0,0,2,6,4,2.0736e+06,2.0736e+06
2063,DrawIndexed,2,2,0,0,222,0,0,0,2,6,4,518400,518400
2064,ClearRenderTargetView,0,0,0,0,18,0,0,0,0,0,0,0,0
2065,DrawIndexed,2,2,0,0,703,0,0,0,2,6,4,1.67321e+06,1.67321e+06
2066,DrawIndexed,506,506,0,0,29,0,0,0,506,1518,417,766,1660
2067,DrawIndexed,1852,1852,0,0,22,0,0,0,1852,5556,1570,1362,1968
2068,DrawIndexed,3350,3350,0,0,25,0,0,0,3350,10050,2908,3380,3557
2069,DrawIndexed,378,378,0,0,31,0,0,0,378,1134,359,0,189
2070,DrawIndexed,378,378,0,0,14,0,0,0,378,1134,359,0,0
2071,CopySubresourceRegion,0,0,0,0,361,0,0,0,0,0,0,0,0
2072,DrawIndexed,72,46,0,0,25,0,0,0,72,216,45,0,0
2073,DrawIndexed,64,16,0,0,25,0,0,0,64,192,70,0,80769
2074,DrawIndexed,64,18,0,0,17,0,0,0,64,192,70,0,4348
2075,DrawIndexed,32,4,0,0,28,0,0,0,32,96,27,69287,69287
2076,DrawIndexed,72,46,0,0,34,0,0,0,72,216,45,0,0
2077,DrawIndexed,2,2,0,0,268,0,0,0,2,6,4,2.0736e+06,2.0736e+06
2078,DrawIndexed,3350,3350,0,0,23,0,0,0,3350,10050,2908,3380,3380
2079,DrawIndexed,378,378,0,0,14,0,0,0,378,1134,359,0,0
2080,DrawIndexed,378,378,0,0,15,0,0,0,378,1134,359,0,0
2081,DrawIndexed,2867,2867,0,0,17,0,0,0,2867,8601,2773,7841,7841
2082,DrawIndexed,1852,1852,0,0,16,0,0,0,1852,5556,1570,1362,1362
2083,DrawIndexed,700,700,0,0,15,0,0,0,700,2100,608,4567,4567
2084,DrawIndexed,506,506,0,0,16,0,0,0,506,1518,417,766,766
2085,DrawIndexed,1564,1564,0,0,17,0,0,0,1564,4692,1460,661,661
2086,DrawIndexed,1620,1620,0,0,17,0,0,0,1620,4860,2581,0,0
2087,DrawIndexed,1620,1620,0,0,17,0,0,0,1620,4860,2581,0,0
2088,DrawIndexed,338,338,0,0,17,0,0,0,338,1014,497,51,51
2089,DrawIndexed,350,350,0,0,16,0,0,0,350,1050,487,57,57
2090,DrawIndexed,338,338,0,0,15,0,0,0,338,1014,497,0,0
2091,DrawIndexed,350,350,0,0,14,0,0,0,350,1050,487,0,0
2092,DrawIndexed,350,350,0,0,15,0,0,0,350,1050,487,0,0
2093,DrawIndexed,338,338,0,0,14,0,0,0,338,1014,497,0,0
2094,DrawIndexed,338,338,0,0,14,0,0,0,338,1014,497,0,0
2095,DrawIndexed,350,350,0,0,16,0,0,0,350,1050,487,2,2
2096,DrawIndexed,350,350,0,0,15,0,0,0,350,1050,487,0,0
2097,DrawIndexed,338,338,0,0,14,0,0,0,338,1014,497,0,0
2098,DrawIndexed,338,338,0,0,15,0,0,0,338,1014,497,0,0
2099,DrawIndexed,350,350,0,0,14,0,0,0,350,1050,487,0,0
2100,DrawIndexed,338,338,0,0,14,0,0,0,338,1014,497,0,0
2101,DrawIndexed,350,350,0,0,15,0,0,0,350,1050,487,0,0
2102,DrawIndexed,754,754,0,0,16,0,0,0,754,2262,891,0,0
2103,DrawIndexed,1620,1620,0,0,17,0,0,0,1620,4860,2581,0,0
2104,DrawIndexed,6574,6574,0,0,22,0,0,0,6574,19722,5888,0,0
2105,DrawIndexed,120,120,0,0,14,0,0,0,120,360,94,0,0
2106,DrawIndexed,754,754,0,0,16,0,0,0,754,2262,891,0,0
2107,DrawIndexed,6574,6574,0,0,20,0,0,0,6574,19722,5888,0,0
2108,DrawIndexed,120,120,0,0,14,0,0,0,120,360,94,0,0
2109,DrawIndexed,1620,1620,0,0,17,0,0,0,1620,4860,2581,0,0
2110,DrawIndexed,338,338,0,0,14,0,0,0,338,1014,497,0,0
2111,DrawIndexed,350,350,0,0,14,0,0,0,350,1050,487,0,0
2112,DrawIndexed,338,338,0,0,15,0,0,0,338,1014,497,0,0
2113,DrawIndexed,350,350,0,0,15,0,0,0,350,1050,487,12,12
2114,DrawIndexed,338,338,0,0,12,0,0,0,338,1014,497,0,0
2115,DrawIndexed,350,350,0,0,15,0,0,0,350,1050,487,0,0
2116,DrawIndexed,338,338,0,0,15,0,0,0,338,1014,497,0,0
2117,DrawIndexed,350,350,0,0,14,0,0,0,350,1050,487,0,0
2118,DrawIndexed,1120,1120,0,0,16,0,0,0,1120,3360,1151,0,0
2119,DrawIndexed,1120,1120,0,0,15,0,0,0,1120,3360,1151,0,0
2120,DrawIndexed,12,12,0,0,14,0,0,0,12,36,14,0,0
2121,DrawIndexed,2,2,0,0,366,0,0,0,2,6,4,2.0736e+06,2.0736e+06
2122,DrawIndexed,1,1,0,0,44,0,0,0,1,3,3,16384,16384
2123,Dispatch,0,0,0,0,221,0,0,0,0,0,0,0,0
2124,Dispatch,0,0,901120,0,1069,0,0,0,0,0,0,0,0
2125,DrawIndexed,1,1,0,0,2664,0,0,0,1,3,3,2.0736e+06,2.0736e+06
2126,DrawIndexed,3236,215,0,0,71,0,0,0,3236,9708,3387,400391,400391
2127,DrawIndexed,2,2,0,0,30,0,0,0,2,6,4,8785,8785
2128,DrawIndexed,2,2,0,0,55,0,0,0,2,6,4,195683,195683
2129,DrawIndexed,2,0,0,0,13,0,0,0,2,6,4,0,0
2130,DrawIndexed,2,2,0,0,33,0,0,0,2,6,4,98649,98649
2131,DrawIndexed,2,0,0,0,15,0,0,0,2,6,4,0,0
2132,DrawIndexed,2,0,0,0,12,0,0,0,2,6,4,0,0
2133,DrawIndexed,1013,1013,0,0,29,0,0,0,1013,3039,1450,1061,1061
2134,DrawIndexed,2,4,0,0,19,0,0,0,2,6,4,22353,22353
2135,DrawIndexed,2,0,0,0,11,0,0,0,2,6,4,0,0
2136,DrawIndexed,2,0,0,0,12,0,0,0,2,6,4,0,0
2137,DrawIndexed,288,288,0,0,29,0,0,0,288,864,275,0,0
2138,DrawIndexed,148,148,0,0,28,0,0,0,148,444,125,0,0
2139,DrawIndexed,2,2,0,0,23,0,0,0,2,6,4,0,0
2140,DrawIndexed,2,2,0,0,17,0,0,0,2,6,4,0,0
2141,DrawIndexed,1244,1244,0,0,25,0,0,0,1244,3732,1177,0,0
2142,DrawIndexed,3936,2320,0,0,28,0,0,0,3936,11808,3289,3742,3742
2143,DrawIndexed,3936,2320,0,0,22,0,0,0,3936,11808,3289,3742,3742
2144,DrawIndexed,64,64,0,0,28,0,0,0,64,192,55,0,0
2145,DrawIndexed,1200,1200,0,0,19,0,0,0,1200,3600,1059,0,0
2146,DrawIndexed,28,28,0,0,22,0,0,0,28,84,46,0,0
2147,DrawIndexed,64,64,0,0,18,0,0,0,64,192,55,0,0
2148,DrawIndexed,28,28,0,0,17,0,0,0,28,84,46,0,0
2149,DrawIndexed,64,64,0,0,18,0,0,0,64,192,55,0,0
2150,DrawIndexed,14,14,0,0,22,0,0,0,14,42,12,1,1
2151,DrawIndexed,10,10,0,0,17,0,0,0,10,30,20,0,0
2152,DrawIndexed,14,14,0,0,17,0,0,0,14,42,12,0,0
2153,DrawIndexed,10,10,0,0,18,0,0,0,10,30,20,0,0
2154,DrawIndexed,10,10,0,0,17,0,0,0,10,30,20,0,0
2155,DrawIndexed,14,14,0,0,17,0,0,0,14,42,12,0,0
2156,DrawIndexed,28,28,0,0,17,0,0,0,28,84,46,0,0
2157,DrawIndexed,64,64,0,0,18,0,0,0,64,192,55,0,0
2158,DrawIndexed,28,28,0,0,18,0,0,0,28,84,46,0,0
2159,DrawIndexed,64,64,0,0,18,0,0,0,64,192,55,0,0
2160,DrawIndexedInstanced,120,120,0,0,17,0,0,0,120,360,96,0,0
2161,DrawIndexed,64,64,0,0,17,0,0,0,64,192,55,0,0
2162,DrawIndexed,28,28,0,0,15,0,0,0,28,84,46,0,0
2163,DrawIndexed,64,64,0,0,17,0,0,0,64,192,55,0,0
2164,DrawIndexed,28,28,0,0,17,0,0,0,28,84,46,0,0
2165,DrawIndexed,64,64,0,0,17,0,0,0,64,192,55,0,0
2166,DrawIndexedInstanced,28,28,0,0,17,0,0,0,28,84,24,0,0
2167,DrawIndexed,64,64,0,0,18,0,0,0,64,192,55,0,0
2168,DrawIndexed,200,200,0,0,26,0,0,0,200,600,400,0,0
2169,DrawIndexed,200,200,0,0,24,0,0,0,200,600,400,0,0
2170,DrawIndexed,400,400,0,0,26,0,0,0,400,1200,800,0,0
2171,DrawIndexed,400,400,0,0,26,0,0,0,400,1200,800,0,0
2172,DrawIndexed,28,28,0,0,17,0,0,0,28,84,46,0,0
2173,DrawIndexed,64,64,0,0,17,0,0,0,64,192,55,0,0
2174,DrawIndexed,228,228,0,0,18,0,0,0,228,684,335,0,0
2175,DrawIndexed,28,28,0,0,16,0,0,0,28,84,46,0,0
2176,DrawIndexed,64,64,0,0,17,0,0,0,64,192,55,0,0
2177,DrawIndexed,28,28,0,0,23,0,0,0,28,84,46,11,11
2178,DrawIndexed,64,64,0,0,22,0,0,0,64,192,55,3,3
2179,DrawIndexed,28,28,0,0,17,0,0,0,28,84,46,0,0
2180,DrawIndexed,64,64,0,0,17,0,0,0,64,192,55,0,0
2181,DrawIndexed,64,64,0,0,21,0,0,0,64,192,55,2,2
2182,DrawIndexedInstanced,30,30,0,0,17,0,0,0,30,90,60,0,0
2183,DrawIndexed,10,10,0,0,17,0,0,0,10,30,20,0,0
2184,DrawIndexedInstanced,20,10,0,0,18,0,0,0,20,60,40,0,0
2185,DrawIndexed,10,10,0,0,16,0,0,0,10,30,20,0,0
2186,DrawIndexed,28,28,0,0,17,0,0,0,28,84,46,0,0
2187,DrawIndexed,64,64,0,0,17,0,0,0,64,192,55,0,0
2188,DrawIndexed,10,10,0,0,17,0,0,0,10,30,20,0,0
2189,DrawIndexed,10,10,0,0,17,0,0,0,10,30,20,0,0
2190,DrawIndexed,10,10,0,0,16,0,0,0,10,30,20,0,0
2191,DrawIndexed,60,60,0,0,21,0,0,0,60,180,46,19,19
2192,DrawIndexed,10,10,0,0,18,0,0,0,10,30,20,0,0
2193,DrawIndexed,54,54,0,0,17,0,0,0,54,162,51,0,0
2194,DrawIndexed,64,64,0,0,22,0,0,0,64,192,55,3,3
2195,DrawIndexed,148,148,0,0,17,0,0,0,148,444,125,0,0
2196,DrawIndexed,120,120,0,0,21,0,0,0,120,360,106,4,4
2197,DrawIndexed,64,64,0,0,21,0,0,0,64,192,55,2,2
2198,DrawIndexed,28,28,0,0,21,0,0,0,28,84,46,13,13
2199,DrawIndexed,240,240,0,0,21,0,0,0,240,720,248,10,10
2200,DrawIndexed,54,54,0,0,20,0,0,0,54,162,51,5,5
2201,DrawIndexed,480,480,0,0,25,0,0,0,480,1440,490,23,23
2202,DrawIndexed,64,64,0,0,21,0,0,0,64,192,55,2,2
2203,DrawIndexed,28,28,0,0,22,0,0,0,28,84,46,15,15
2204,DrawIndexed,480,480,0,0,22,0,0,0,480,1440,483,23,23
2205,DrawIndexed,64,64,0,0,16,0,0,0,64,192,55,0,0
2206,DrawIndexed,120,120,0,0,21,0,0,0,120,360,106,4,4
2207,DrawIndexed,64,64,0,0,18,0,0,0,64,192,55,0,0
2208,DrawIndexed,198,198,0,0,23,0,0,0,198,594,184,20,20
2209,DrawIndexed,198,198,0,0,22,0,0,0,198,594,184,22,22
2210,DrawIndexed,198,198,0,0,21,0,0,0,198,594,184,21,21
2211,DrawIndexed,144,141,0,0,31,0,0,0,144,432,114,2019,2019
2212,DrawIndexed,4,0,0,0,17,0,0,0,4,12,8,0,0
2213,DrawIndexed,4,0,0,0,15,0,0,0,4,12,8,0,0
2214,DrawIndexed,4,4,0,0,16,0,0,0,4,12,8,0,0
2215,DrawIndexed,4,4,0,0,18,0,0,0,4,12,8,7956,7956
2216,DrawIndexed,4,4,0,0,18,0,0,0,4,12,8,0,0
2217,DrawIndexed,4,4,0,0,22,0,0,0,4,12,8,9934,9934
2218,DrawIndexed,200,200,0,0,21,0,0,0,200,600,400,0,0
2219,DrawIndexed,200,200,0,0,21,0,0,0,200,600,400,0,0
2220,DrawIndexed,2,2,0,0,21,0,0,0,2,6,4,0,0
2221,DrawIndexed,40,40,0,0,19,0,0,0,40,120,80,0,0
2222,DrawIndexed,40,40,0,0,18,0,0,0,40,120,80,0,0
2223,DrawIndexed,10,10,0,0,17,0,0,0,10,30,20,0,0
2224,DrawIndexed,10,10,0,0,18,0,0,0,10,30,20,0,0
2225,DrawIndexed,8,8,0,0,25,0,0,0,8,24,17,358,358
2226,DrawIndexed,8,8,0,0,25,0,0,0,8,24,17,358,358
2227,DrawIndexed,28,28,0,0,23,0,0,0,28,84,56,6361,6361
2228,DrawIndexed,28,28,0,0,22,0,0,0,28,84,56,6361,6361
2229,DrawIndexed,8,8,0,0,20,0,0,0,8,24,17,358,358
2230,DrawIndexed,60,2,0,0,19,0,0,0,60,180,120,0,0
2231,DrawIndexed,60,2,0,0,19,0,0,0,60,180,120,0,0
2232,DrawIndexed,60,60,0,0,19,0,0,0,60,180,120,0,0
2233,DrawIndexed,60,60,0,0,18,0,0,0,60,180,120,0,0
2234,DrawIndexed,10,10,0,0,25,0,0,0,10,30,20,210,210
2235,DrawIndexed,18,10,0,0,21,0,0,0,18,54,36,429,429
2236,DrawIndexed,2,2,0,0,390,0,0,0,2,6,4,2.0736e+06,2.0736e+06
2237,Dispatch,0,0,46656,0,29,0,0,0,0,0,0,0,0
2238,DrawIndexed,1,1,0,0,409,0,0,0,1,3,3,2.0736e+06,2.0736e+06
2239,DrawIndexed,1,1,0,0,246,0,0,0,1,3,3,1.0368e+06,1.0368e+06
2240,DrawIndexed,1,1,0,0,101,0,0,0,1,3,3,518400,518400
2241,DrawIndexed,1,1,0,0,54,0,0,0,1,3,3,259200,259200
2242,DrawIndexed,1,1,0,0,33,0,0,0,1,3,3,129600,129600
2243,DrawIndexed,1,1,0,0,23,0,0,0,1,3,3,64800,64800
2244,DrawIndexed,1,1,0,0,17,0,0,0,1,3,3,32400,32400
2245,DrawIndexed,1,1,0,0,14,0,0,0,1,3,3,16200,16200
2246,DrawIndexed,1,1,0,0,14,0,0,0,1,3,3,8100,8100
2247,DrawIndexed,1,1,0,0,21,0,0,0,1,3,3,16200,16200
2248,DrawIndexed,1,1,0,0,17,0,0,0,1,3,3,32400,32400
2249,DrawIndexed,1,1,0,0,17,0,0,0,1,3,3,64800,64800
2250,DrawIndexed,1,1,0,0,22,0,0,0,1,3,3,129600,129600
2251,DrawIndexed,1,1,0,0,38,0,0,0,1,3,3,259200,259200
2252,DrawIndexed,1,1,0,0,63,0,0,0,1,3,3,518400,518400
2253,DrawIndexed,1,1,0,0,403,0,0,0,1,3,3,2.0736e+06,2.0736e+06
2254,DrawIndexed,1,1,0,0,561,0,0,0,1,3,3,2.0736e+06,2.0736e+06
2255,DrawIndexed,1,1,0,0,399,0,0,0,1,3,3,2.0736e+06,2.0736e+06
2256,DrawIndexed,2,2,0,0,219,0,0,0,2,6,4,518400,518400
2257,DrawIndexed,2,2,0,0,219,0,0,0,2,6,4,518400,518400
2258,DrawIndexed,2,2,0,0,367,0,0,0,2,6,4,2.0736e+06,2.0736e+06
2259,DrawIndexed,2,2,0,0,456,0,0,0,2,6,4,2.0736e+06,2.0736e+06
2260,DrawIndexed,2,2,0,0,407,0,0,0,2,6,4,2.0736e+06,2.0736e+06
2261,ClearRenderTargetView,0,0,0,0,11,0,0,0,0,0,0,0,0
2262,ClearRenderTargetView,0,0,0,0,11,0,0,0,0,0,0,0,0
2263,ClearRenderTargetView,0,0,0,0,13,0,0,0,0,0,0,0,0
2264,ClearDepthStencilView,0,0,0,0,28,0,0,0,0,0,0,0,0
2265,CopyResource,0,0,0,0,240,0,0,0,0,0,0,0,0
2266,ClearRenderTargetView,0,0,0,0,8,0,0,0,0,0,0,0,0
2267,DrawIndexed,2,2,0,0,124,0,0,0,2,6,4,2.0736e+06,2.0736e+06
2268,DrawIndexed,2,2,0,0,56,0,0,0,2,6,4,0,0
2269,DrawIndexed,2,2,0,0,122,0,0,0,2,6,4,2.0736e+06,2.0736e+06
2270,DrawIndexed,6,6,0,0,29,0,0,0,6,18,12,1243,1510
2271,DrawIndexed,18,18,0,0,19,0,0,0,18,54,36,1428,1428
2272,DrawIndexed,4,4,0,0,27,0,0,0,4,12,8,154,182
2273,DrawIndexed,18,18,0,0,16,0,0,0,18,54,36,0,0
2274,DrawIndexed,62,62,0,0,31,0,0,0,62,186,124,6808,8760
2275,DrawIndexed,18,18,0,0,28,0,0,0,18,54,36,18620,18620
2276,DrawIndexed,2,2,0,0,26,0,0,0,2,6,4,85264,85264
2277,DrawIndexed,10,10,0,0,24,0,0,0,10,30,20,2365,3082
2278,DrawIndexed,2,2,0,0,21,0,0,0,2,6,4,2700,2700
2279,DrawIndexed,2,2,0,0,26,0,0,0,2,6,4,67600,67600
2280,DrawIndexed,2,2,0,0,20,0,0,0,2,6,4,992,992
2281,DrawIndexed,2,2,0,0,26,0,0,0,2,6,4,48252,60516
2282,DrawIndexed,2,2,0,0,22,0,0,0,2,6,4,48252,48252
2283,DrawIndexed,2,2,0,0,15,0,0,0,2,6,4,0,0
2284,DrawIndexed,2,2,0,0,15,0,0,0,2,6,4,0,0
2285,DrawIndexed,2,2,0,0,16,0,0,0,2,6,4,0,0
2286,DrawIndexed,2,2,0,0,16,0,0,0,2,6,4,0,0
2287,DrawIndexed,2,2,0,0,16,0,0,0,2,6,4,0,0
2288,DrawIndexed,2,2,0,0,16,0,0,0,2,6,4,0,0
2289,DrawIndexed,2,2,0,0,17,0,0,0,2,6,4,0,0
2290,DrawIndexed,2,2,0,0,16,0,0,0,2,6,4,0,0
2291,DrawIndexed,2,2,0,0,16,0,0,0,2,6,4,0,0
2292,DrawIndexed,2,2,0,0,16,0,0,0,2,6,4,0,0
2293,DrawIndexed,2,0,0,0,14,0,0,0,2,6,4,0,0
2294,DrawIndexed,4,4,0,0,17,0,0,0,4,12,8,1374,1374
2295,DrawIndexed,8,0,0,0,16,0,0,0,8,24,16,0,0
2296,DrawIndexed,2,0,0,0,15,0,0,0,2,6,4,0,0
2297,DrawIndexed,2,2,0,0,17,0,0,0,2,6,4,1848,1848
