id,range_names,GPU Elapsed Time
997,DrawIndexedInstanced,36.12
998,DrawIndexedInstanced,60.36
999,DrawIndexed,157.2
1000,DrawIndexed,15.68
1001,DrawIndexed,17.96
1002,DrawIndexed,18.2
1003,DrawIndexed,17.84
1004,DrawIndexed,7.76
1005,DrawIndexed,14.04
1006,DrawIndexed,4.36
1007,DrawIndexed,4.36
1008,DrawIndexedInstanced,13.52
1009,DrawIndexedInstanced,25.56
1010,DrawIndexedInstanced,14.08
1011,DrawIndexedInstanced,12.68
1012,DrawIndexedInstanced,13.6
1013,DrawIndexed,16.2
1014,DrawIndexed,16.32
1015,DrawIndexed,14.04
1016,DrawIndexedInstanced,18.76
1017,DrawIndexed,19.8
1018,DrawIndexed,20.56
1019,DrawIndexed,19.48
1020,DrawIndexed,6.88
1021,DrawIndexed,19.36
1022,DrawIndexed,18.2
1023,DrawIndexed,6.24
1024,DrawIndexed,18.32
1025,DrawIndexed,5.08
1026,DrawIndexed,18.32
1027,DrawIndexed,18.36
1028,DrawIndexed,5.96
1029,DrawIndexed,17.4
1030,DrawIndexed,6
1031,DrawIndexed,22
1032,DrawIndexedInstanced,14.48
1033,DrawIndexed,7.88
1034,DrawIndexed,17.52
1035,DrawIndexed,88.72
1036,DrawIndexed,16.8
1037,DrawIndexed,14.88
1038,DrawIndexed,19.28
1039,DrawIndexed,19.48
1040,DrawIndexed,18.68
1041,DrawIndexed,13.12
1042,DrawIndexed,14.04
1043,DrawIndexed,8.52
1044,DrawIndexed,6.72
1045,DrawIndexed,7.64
1046,DrawIndexed,6.84
1047,DrawIndexed,6.16
1048,DrawIndexed,12.8
1049,DrawIndexed,12.92
1050,DrawIndexed,6.52
1051,DrawIndexed,5.88
1052,DrawIndexed,12.96
1053,DrawIndexed,12.88
1054,DrawIndexed,5
1055,DrawIndexed,4.8
1056,DrawIndexedInstanced,53.8
1057,DrawIndexed,8.16
1058,DrawIndexed,5
1059,DrawIndexed,15
1060,DrawIndexed,48.4
1061,DrawIndexed,14
1062,DrawIndexed,14.68
1063,DrawIndexed,7.4
1064,DrawIndexed,6.48
1065,DrawIndexed,184.84
1066,DrawIndexed,6.12
1067,DrawIndexed,20.12
1068,DrawIndexed,19.24
1069,DrawIndexed,19.96
1070,DrawIndexed,18.64
1071,DrawIndexed,21.16
1072,DrawIndexed,20.56
1073,DrawIndexed,18.92
1074,DrawIndexed,17.96
1075,DrawIndexed,28.28
1076,DrawIndexed,6.68
1077,DrawIndexed,6.12
1078,DrawIndexed,20.36
1079,DrawIndexed,19.28
1080,DrawIndexed,20.08
1081,DrawIndexed,20.68
1082,DrawIndexed,5.8
1083,DrawIndexed,36.8
1084,DrawIndexed,8.2
1085,DrawIndexed,15.6
1086,DrawIndexed,14.4
1087,DrawIndexed,15.08
1088,DrawIndexed,11.52
1089,DrawIndexed,10.72
1090,DrawIndexed,4.68
1091,DrawIndexed,5.2
1092,DrawIndexed,4.8
1093,DrawIndexed,4.32
1094,DrawIndexed,4.52
1095,DrawIndexed,4.68
1096,DrawIndexed,13.16
1097,DrawIndexed,4.48
1098,DrawIndexed,8.08
1099,DrawIndexed,13.84
1100,DrawIndexed,5.24
1101,DrawIndexed,4.44
1102,DrawIndexed,4.8
1103,DrawIndexed,4.48
1104,DrawIndexed,7.68
1105,DrawIndexed,6.56
1106,DrawIndexed,18.64
1107,DrawIndexed,45.4
1108,DrawIndexed,7.56
1109,DrawIndexedInstanced,19.6
1110,DrawIndexedInstanced,20.04
1111,DrawIndexedInstanced,18.84
1112,DrawIndexedInstanced,20.76
1113,DrawIndexed,8.96
1114,DrawIndexedInstanced,7.64
1115,DrawIndexed,8.08
1116,DrawIndexedInstanced,18.92
1117,DrawIndexed,147.56
1118,DrawIndexed,45.4
1119,DrawIndexed,35.8
1120,DrawIndexed,31.2
1121,DrawIndexed,13.6
1122,DrawIndexed,14.8
1123,DrawIndexed,38.96
1124,DrawIndexed,21.56
1125,DrawIndexed,19.16
1126,DrawIndexedInstanced,17.12
1127,DrawIndexed,6
1128,DrawIndexedInstanced,20.48
1129,DrawIndexed,19.92
1130,DrawIndexed,22.2
1131,DrawIndexed,58.48
1132,DrawIndexed,12.4
1133,DrawIndexed,9.44
1134,DrawIndexed,40.12
1135,DrawIndexed,16.68
1136,DrawIndexed,13.72
1137,DrawIndexed,6.08
1138,DrawIndexed,5.08
1139,DrawIndexed,11.76
1140,DrawIndexed,4.8
1141,DrawIndexed,13.2
1142,DrawIndexed,4.88
1143,DrawIndexed,5.2
1144,DrawIndexed,4.92
1145,DrawIndexed,4.68
1146,DrawIndexed,11.88
1147,DrawIndexed,4.76
1148,DrawIndexed,225.2
1149,DrawIndexed,5.04
1150,DrawIndexed,4.88
1151,DrawIndexed,55.48
1152,DrawIndexed,112.2
1153,DrawIndexed,295.4
1154,DrawIndexed,38.8
1155,DrawIndexed,57.64
1156,DrawIndexedInstanced,169.92
1157,DrawIndexedInstanced,40.4
1158,DrawIndexedInstanced,92.16
1159,DrawIndexedInstanced,12
1160,DrawIndexedInstanced,38.2
1161,DrawIndexed,7.28
1162,DrawIndexed,41.56
1163,DrawIndexed,5.8
1164,DrawIndexed,4.36
1165,DrawIndexed,15.64
1166,DrawIndexed,14.32
1167,DrawIndexed,5.32
1168,DrawIndexed,4.32
1169,DrawIndexed,5
1170,DrawIndexedInstanced,7.72
1171,DrawIndexedInstanced,15.32
1172,DrawIndexedInstanced,14.76
1173,DrawIndexedInstanced,6.76
1174,DrawIndexedInstanced,6.72
1175,DrawIndexed,5.72
1176,DrawIndexedInstanced,12.72
1177,DrawIndexedInstanced,12.8
1178,DrawIndexed,8.36
1179,DrawIndexed,73.88
1180,DrawIndexed,56.04
1181,DrawIndexedInstanced,13.8
1182,DrawIndexedInstanced,12.08
1183,DrawIndexed,7.44
1184,DrawIndexed,19.44
1185,DrawIndexed,14.64
1186,DrawIndexed,10.36
1187,DrawIndexed,6.04
1188,DrawIndexed,6.68
1189,DrawIndexed,7.08
1190,DrawIndexed,4.96
1191,DrawIndexed,5.8
1192,DrawIndexed,5.08
1193,DrawIndexed,20.96
1194,DrawIndexed,5.16
1195,DrawIndexed,78.8
1196,DrawIndexed,6.44
1197,DrawIndexed,5.52
1198,DrawIndexed,5.28
1199,DrawIndexed,10.32
1200,DrawIndexed,5.24
1201,DrawIndexed,4.96
1202,DrawIndexed,13.24
1203,DrawIndexedInstanced,13.32
1204,DrawIndexed,6.92
1205,DrawIndexedInstanced,31.08
1206,DrawIndexedInstanced,10.24
1207,DrawIndexed,6.64
1208,DrawIndexed,7.2
1209,DrawIndexed,5.64
1210,DrawIndexed,5.44
1211,DrawIndexed,5.24
1212,DrawIndexed,5.2
1213,DrawIndexed,4.88
1214,DrawIndexedInstanced,87.64
1215,DrawIndexed,9.96
1216,DrawIndexed,123.32
1217,DrawIndexed,10.16
1218,DrawIndexed,9.2
1219,DrawIndexed,59.64
1220,DrawIndexed,8.84
1221,DrawIndexed,7.48
1222,DrawIndexed,8.24
1223,DrawIndexed,125.8
1224,DrawIndexed,15.2
1225,DrawIndexed,26.36
1226,DrawIndexed,6.4
1227,DrawIndexed,18.2
1228,DrawIndexed,5.44
1229,DrawIndexed,5.88
1230,DrawIndexed,5.72
1231,DrawIndexed,6.96
1232,DrawIndexed,7.68
1233,DrawIndexed,7.08
1234,DrawIndexed,21.84
1235,DrawIndexed,6.8
1236,DrawIndexed,6.4
1237,DrawIndexed,6.08
1238,DrawIndexed,5.76
1239,DrawIndexed,5.16
1240,DrawIndexed,7.64
1241,DrawIndexed,6.6
1242,DrawIndexed,7.72
1243,DrawIndexed,6.72
1244,DrawIndexed,23.72
1245,DrawIndexed,6.72
1246,DrawIndexed,5.52
1247,DrawIndexed,6.6
1248,DrawIndexed,14.64
1249,DrawIndexed,4.88
1250,DrawIndexed,5.2
1251,DrawIndexed,4.92
1252,DrawIndexed,5.12
1253,DrawIndexed,5.16
1254,DrawIndexed,5.36
1255,DrawIndexed,12.04
1256,DrawIndexed,4.84
1257,DrawIndexed,4.92
1258,DrawIndexed,12.24
1259,DrawIndexed,11.96
1260,DrawIndexed,12.08
1261,DrawIndexed,12.2
1262,DrawIndexed,4.84
1263,DrawIndexed,5.76
1264,DrawIndexed,6.04
1265,DrawIndexed,6.04
1266,DrawIndexed,5.6
1267,DrawIndexed,5.56
1268,DrawIndexed,17.36
1269,DrawIndexed,5.96
1270,DrawIndexed,7.44
1271,DrawIndexed,6.32
1272,DrawIndexed,13.52
1273,DrawIndexed,13.72
1274,DrawIndexed,14.08
1275,DrawIndexed,13.6
1276,DrawIndexed,7.84
1277,DrawIndexed,7.16
1278,DrawIndexed,6.48
1279,DrawIndexed,6.6
1280,DrawIndexed,7.16
1281,DrawIndexed,7.8
1282,DrawIndexed,14.88
1283,DrawIndexed,14.24
1284,DrawIndexed,6.56
1285,DrawIndexed,6.24
1286,DrawIndexed,6.52
1287,DrawIndexed,6.48
1288,DrawIndexedInstanced,8.28
1289,DrawIndexedInstanced,25.76
1290,DrawIndexedInstanced,23.72
1291,DrawIndexed,7.64
1292,DrawIndexed,6.2
1293,DrawIndexed,6.16
1294,DrawIndexed,6.76
1295,DrawIndexed,6.56
1296,DrawIndexedInstanced,8.44
1297,DrawIndexed,6.92
1298,DrawIndexed,11.08
1299,DrawIndexed,10.52
1300,DrawIndexed,14.92
1301,DrawIndexed,4.56
1302,DrawIndexed,4.88
1303,DrawIndexed,4.52
1304,DrawIndexed,5.96
1305,DrawIndexed,7.52
1306,DrawIndexed,4.88
1307,DrawIndexed,5
1308,DrawIndexed,4.44
1309,DrawIndexed,4.92
1310,DrawIndexed,20.52
1311,DrawIndexed,15.44
1312,DrawIndexed,15.56
1313,DrawIndexed,81.28
1314,DrawIndexed,87.52
1315,DrawIndexedInstanced,20.08
1316,DrawIndexedInstanced,22.12
1317,DrawIndexed,6.16
1318,DrawIndexedInstanced,7.92
1319,DrawIndexed,6.76
1320,DrawIndexed,7.12
1321,DrawIndexed,28.52
1322,DrawIndexedInstanced,25.08
1323,DrawIndexed,7.56
1324,DrawIndexed,5.76
1325,DrawIndexedInstanced,21.84
1326,DrawIndexedInstanced,9.08
1327,DrawIndexed,7.44
1328,DrawIndexed,5.88
1329,DrawIndexed,5.44
1330,DrawIndexed,6.08
1331,DrawIndexedInstanced,6.52
1332,DrawIndexed,24.68
1333,DrawIndexed,56.08
1334,DrawIndexed,111.08
1335,DrawIndexed,143.92
1336,DrawIndexed,59
1337,DrawIndexedInstanced,13.84
1338,DrawIndexed,243.88
1339,DrawIndexedInstanced,19.72
1340,DrawIndexed,7.96
1341,DrawIndexed,7.48
1342,DrawIndexedInstanced,18.72
1343,DrawIndexed,6.76
1344,DrawIndexed,5.92
1345,DrawIndexed,7.24
1346,DrawIndexed,20.2
1347,DrawIndexed,20.16
1348,DrawIndexed,5.52
1349,DrawIndexed,7.24
1350,DrawIndexed,8.12
1351,DrawIndexed,7.72
1352,DrawIndexed,6.12
1353,DrawIndexed,5.96
1354,DrawIndexed,5.28
1355,DrawIndexed,5.6
1356,DrawIndexed,7.52
1357,DrawIndexed,58.92
1358,DrawIndexedInstanced,39.08
1359,DrawIndexedInstanced,132.96
1360,DrawIndexed,5.64
1361,DrawIndexed,5.28
1362,DrawIndexed,5.2
1363,DrawIndexed,4.8
1364,DrawIndexed,4.88
1365,DrawIndexed,4.8
1366,DrawIndexed,5.12
1367,DrawIndexed,4.88
1368,DrawIndexed,5.12
1369,DrawIndexed,4.72
1370,DrawIndexed,4.68
1371,DrawIndexed,4.84
1372,DrawIndexed,4.84
1373,DrawIndexed,4.92
1374,DrawIndexed,5
1375,DrawIndexed,5.28
1376,DrawIndexed,5.08
1377,DrawIndexed,5.2
1378,DrawIndexed,5.04
1379,DrawIndexed,4.6
1380,DrawIndexed,4.64
1381,DrawIndexed,4.64
1382,DrawIndexed,127.44
1383,DrawIndexed,6.28
1384,DrawIndexed,6
1385,DrawIndexed,13.76
1386,DrawIndexed,9.56
1387,DrawIndexed,6.36
1388,DrawIndexedInstanced,9.56
1389,DrawIndexedInstanced,17.12
1390,DrawIndexed,7.12
1391,DrawIndexed,6.76
1392,DrawIndexed,6.68
1393,DrawIndexed,5.68
1394,DrawIndexed,7.92
1395,DrawIndexed,13.64
1396,DrawIndexed,5
1397,DrawIndexed,4.52
1398,DrawIndexed,4.4
1399,DrawIndexedInstanced,20.4
1400,DrawIndexedInstanced,21.72
1401,DrawIndexed,10.8
1402,DrawIndexedInstanced,22.64
1403,DrawIndexed,9.2
1404,DrawIndexedInstanced,11.8
1405,DrawIndexedInstanced,8.96
1406,DrawIndexedInstanced,30
1407,DrawIndexedInstanced,15.28
1408,DrawIndexed,5.16
1409,DrawIndexed,8
1410,DrawIndexed,6.84
1411,DrawIndexed,7.16
1412,DrawIndexed,6.88
1413,DrawIndexed,7.12
1414,DrawIndexed,8
1415,DrawIndexed,7.28
1416,DrawIndexed,7.16
1417,DrawIndexed,7.24
1418,DrawIndexed,7.36
1419,DrawIndexed,7.12
1420,DrawIndexed,8.36
1421,DrawIndexed,7.68
1422,DrawIndexed,7.56
1423,DrawIndexed,7.04
1424,DrawIndexed,7.88
1425,DrawIndexed,7.28
1426,DrawIndexed,7.8
1427,DrawIndexed,7.24
1428,DrawIndexed,7.44
1429,DrawIndexed,7.36
1430,DrawIndexed,6.52
1431,DrawIndexed,8.12
1432,DrawIndexed,7.84
1433,DrawIndexed,7.96
1434,DrawIndexed,8.2
1435,DrawIndexed,9.32
1436,DrawIndexed,8.52
1437,DrawIndexed,6.92
1438,DrawIndexed,6.64
1439,DrawIndexed,6.72
1440,DrawIndexed,6.84
1441,DrawIndexed,7.76
1442,DrawIndexed,7.32
1443,DrawIndexed,7
1444,DrawIndexed,6.56
1445,DrawIndexed,7.04
1446,DrawIndexed,7.76
1447,DrawIndexed,7.4
1448,DrawIndexed,7
1449,DrawIndexed,7.24
1450,DrawIndexed,7.32
1451,DrawIndexed,7.8
1452,DrawIndexed,5.6
1453,DrawIndexed,8.48
1454,DrawIndexed,7.92
1455,DrawIndexed,7.56
1456,DrawIndexed,7
1457,DrawIndexed,6.84
1458,DrawIndexed,7.24
1459,DrawIndexed,7.52
1460,DrawIndexed,7.28
1461,DrawIndexed,4.68
1462,DrawIndexed,4.72
1463,DrawIndexed,4.72
1464,DrawIndexed,4.84
1465,DrawIndexed,7.2
1466,DrawIndexed,5.16
1467,DrawIndexed,4.64
1468,DrawIndexed,4.68
1469,DrawIndexed,4.64
1470,DrawIndexed,6.04
1471,DrawIndexed,4.64
1472,DrawIndexed,4.92
1473,DrawIndexed,4.8
1474,DrawIndexed,4.8
1475,DrawIndexed,4.64
1476,DrawIndexed,4.72
1477,DrawIndexed,4.68
1478,DrawIndexed,4.8
1479,DrawIndexed,4.64
1480,DrawIndexed,4.48
1481,DrawIndexed,4.44
1482,DrawIndexed,5
1483,DrawIndexed,4.92
1484,DrawIndexed,4.88
1485,DrawIndexed,4.72
1486,DrawIndexed,4.76
1487,DrawIndexed,5.08
1488,DrawIndexed,5.12
1489,DrawIndexed,4.36
1490,DrawIndexed,8
1491,DrawIndexed,7.88
1492,DrawIndexed,5.8
1493,DrawIndexed,5.76
1494,DrawIndexed,6.44
1495,DrawIndexed,6.08
1496,DrawIndexed,8.16
1497,DrawIndexed,24.64
1498,DrawIndexed,6.6
1499,DrawIndexed,20.36
1500,DrawIndexed,5.76
1501,DrawIndexed,21.68
1502,DrawIndexed,20.2
1503,DrawIndexed,17.28
1504,DrawIndexed,8.36
1505,DrawIndexedInstanced,18.16
1506,DrawIndexedInstanced,24.88
1507,DrawIndexedInstanced,15.96
1508,DrawIndexed,5.88
1509,DrawIndexed,5.68
1510,DrawIndexed,4.96
1511,DrawIndexed,5.6
1512,DrawIndexed,5.04
1513,DrawIndexed,5.32
1514,DrawIndexed,6.44
1515,DrawIndexed,5.56
1516,DrawIndexed,5.08
1517,DrawIndexed,5.16
1518,DrawIndexedInstanced,7.2
1519,DrawIndexed,6.04
1520,DrawIndexed,5.08
1521,DrawIndexed,6.44
1522,DrawIndexed,10.96
1523,DrawIndexed,13.6
1524,DrawIndexedInstanced,19.88
1525,DrawIndexedInstanced,12.84
1526,DrawIndexed,7.12
1527,DrawIndexed,80.88
1528,DrawIndexed,71.84
1529,DrawIndexed,6.24
1530,DrawIndexed,5.48
1531,DrawIndexed,4.96
1532,DrawIndexedInstanced,23.4
1533,DrawIndexed,21
1534,DrawIndexed,17.32
1535,DrawIndexed,19.16
1536,DrawIndexed,18.72
1537,DrawIndexed,8.56
1538,DrawIndexed,6.28
1539,DrawIndexed,5.72
1540,DrawIndexed,6.68
1541,DrawIndexed,9.16
1542,DrawIndexed,5.36
1543,DrawIndexed,4.84
1544,DrawIndexed,5
1545,DrawIndexed,6.28
1546,DrawIndexed,5.48
1547,DrawIndexed,5.48
1548,DrawIndexed,6.24
1549,DrawIndexed,5.64
1550,DrawIndexed,5.68
1551,DrawIndexed,5.08
1552,DrawIndexed,5.48
1553,DrawIndexed,5.24
1554,DrawIndexed,6.16
1555,DrawIndexed,6.44
1556,DrawIndexed,8.56
1557,DrawIndexed,4.92
1558,DrawIndexed,4.84
1559,DrawIndexed,7.2
1560,DrawIndexed,5.12
1561,DrawIndexed,9.16
1562,DrawIndexed,11.04
1563,DrawIndexed,39.8
1564,DrawIndexed,9.8
1565,DrawIndexed,9.2
1566,DrawIndexed,9.44
1567,DrawIndexed,10
1568,DrawIndexed,9.76
1569,DrawIndexed,9.84
1570,DrawIndexed,9.64
1571,DrawIndexed,8.88
1572,DrawIndexed,9.68
1573,DrawIndexed,10.4
1574,DrawIndexed,9.64
1575,DrawIndexed,9.88
1576,DrawIndexed,10.2
1577,DrawIndexed,35.64
1578,DrawIndexed,34.36
1579,DrawIndexed,10
1580,DrawIndexed,11.24
1581,DrawIndexed,9.84
1582,DrawIndexed,9.56
1583,DrawIndexed,9.08
1584,DrawIndexed,6.56
1585,DrawIndexed,5.44
1586,DrawIndexed,4.88
1587,DrawIndexed,4.8
1588,DrawIndexed,6
1589,DrawIndexed,4.88
1590,DrawIndexed,4.88
1591,DrawIndexed,5.12
1592,DrawIndexed,5.24
1593,DrawIndexed,6.28
1594,DrawIndexed,4.88
1595,DrawIndexed,5.16
1596,DrawIndexed,5.12
1597,DrawIndexed,5.92
1598,DrawIndexed,5.48
1599,DrawIndexed,5.16
1600,DrawIndexed,4.84
1601,DrawIndexed,4.84
1602,DrawIndexed,5.56
1603,DrawIndexed,8.96
1604,DrawIndexed,5.52
1605,DrawIndexed,4.92
1606,DrawIndexed,4.96
1607,DrawIndexed,5.36
1608,DrawIndexed,5.48
1609,DrawIndexed,5.84
1610,DrawIndexed,6.16
1611,DrawIndexed,5.52
1612,DrawIndexed,6.2
1613,DrawIndexed,5.56
1614,DrawIndexed,5.88
1615,DrawIndexed,5.72
1616,DrawIndexedInstanced,9.2
1617,DrawIndexedInstanced,18.2
1618,DrawIndexedInstanced,11.32
1619,DrawIndexedInstanced,7.64
1620,DrawIndexedInstanced,7.24
1621,DrawIndexedInstanced,10.48
1622,DrawIndexed,19.28
1623,DrawIndexed,6.8
1624,DrawIndexed,7.28
1625,DrawIndexed,6.28
1626,DrawIndexed,5.76
1627,DrawIndexed,7.32
1628,DrawIndexedInstanced,16.92
1629,DrawIndexedInstanced,12.4
1630,DrawIndexedInstanced,5.64
1631,DrawIndexed,10
1632,DrawIndexed,8.6
1633,DrawIndexed,24.76
1634,DrawIndexed,13.76
1635,DrawIndexed,6.36
1636,DrawIndexedInstanced,5.64
1637,DrawIndexed,5.92
1638,DrawIndexed,7.04
1639,DrawIndexed,5.6
1640,DrawIndexed,5.68
1641,DrawIndexed,6.96
1642,DrawIndexed,6.68
1643,DrawIndexed,9.52
1644,DrawIndexed,6.88
1645,DrawIndexed,5.8
1646,DrawIndexed,5.72
1647,DrawIndexed,8.16
1648,DrawIndexed,9.36
1649,DrawIndexed,7.24
1650,DrawIndexed,6.92
1651,DrawIndexed,6.88
1652,DrawIndexed,6
1653,DrawIndexed,5.8
1654,DrawIndexed,5.88
1655,DrawIndexed,5.72
1656,DrawIndexed,6.16
1657,DrawIndexed,5.64
1658,DrawIndexed,6.96
1659,DrawIndexed,5.48
1660,DrawIndexed,6.44
1661,DrawIndexed,7.44
1662,DrawIndexed,6.16
1663,DrawIndexed,5.48
1664,DrawIndexed,5.64
1665,DrawIndexed,5.96
1666,DrawIndexed,5.48
1667,DrawIndexed,6.04
1668,DrawIndexed,5.88
1669,DrawIndexed,7.52
1670,DrawIndexed,5.56
1671,DrawIndexed,6.04
1672,DrawIndexed,5.84
1673,DrawIndexed,7.96
1674,DrawIndexed,5.32
1675,DrawIndexed,6.56
1676,DrawIndexed,5.92
1677,DrawIndexed,9.04
1678,DrawIndexed,5.48
1679,DrawIndexed,5.72
1680,DrawIndexed,6
1681,DrawIndexed,6.72
1682,DrawIndexed,8.04
1683,DrawIndexedInstanced,11.96
1684,DrawIndexedInstanced,7.52
1685,DrawIndexed,7.52
1686,DrawIndexed,8.6
1687,DrawIndexedInstanced,7.08
1688,DrawIndexed,15.04
1689,DrawIndexed,5.76
1690,DrawIndexed,6.52
1691,DrawIndexedInstanced,14.64
1692,DrawIndexedInstanced,16
1693,DrawIndexedInstanced,8.32
1694,DrawIndexed,9.56
1695,DrawIndexed,7.76
1696,DrawIndexed,10.44
1697,DrawIndexed,42.6
1698,DrawIndexed,5.32
1699,DrawIndexed,4.68
1700,DrawIndexed,4.72
1701,DrawIndexed,6.2
1702,DrawIndexedInstanced,13.76
1703,DrawIndexed,9.12
1704,DrawIndexed,6
1705,DrawIndexed,6.12
1706,DrawIndexed,6.4
1707,DrawIndexed,6.44
1708,DrawIndexed,7.48
1709,DrawIndexed,7.4
1710,DrawIndexed,6.64
1711,DrawIndexedInstanced,6.52
1712,DrawIndexed,6.52
1713,DrawIndexed,97.72
1714,DrawIndexedInstanced,9.4
1715,DrawIndexedInstanced,41.24
1716,DrawIndexed,13
1717,DrawIndexed,8.92
1718,DrawIndexedInstanced,17.8
1719,DrawIndexedInstanced,31.32
1720,DrawIndexedInstanced,20.96
1721,DrawIndexed,9.6
1722,DrawIndexed,6.16
1723,DrawIndexed,5.16
1724,DrawIndexed,7.64
1725,DrawIndexed,7.44
1726,DrawIndexed,7.16
1727,DrawIndexed,5.24
1728,DrawIndexed,7.52
1729,DrawIndexed,5.08
1730,DrawIndexed,7.2
1731,DrawIndexed,7.76
1732,DrawIndexed,7.08
1733,DrawIndexed,6.8
1734,DrawIndexed,6.8
1735,DrawIndexed,7.24
1736,DrawIndexed,5.16
1737,DrawIndexed,6.88
1738,DrawIndexed,5.56
1739,DrawIndexed,6.28
1740,DrawIndexed,4.72
1741,DrawIndexed,6.88
1742,DrawIndexed,7.24
1743,DrawIndexed,4.48
1744,DrawIndexed,7
1745,DrawIndexed,6.2
1746,DrawIndexed,7.36
1747,DrawIndexed,7.12
1748,DrawIndexed,5.92
1749,DrawIndexed,8.12
1750,DrawIndexed,6.28
1751,DrawIndexed,7.92
1752,DrawIndexed,8.56
1753,DrawIndexed,7.28
1754,DrawIndexed,7
1755,DrawIndexed,4.88
1756,DrawIndexed,7.48
1757,DrawIndexed,7.92
1758,DrawIndexed,6.12
1759,DrawIndexed,7.36
1760,DrawIndexed,6.8
1761,DrawIndexed,7.44
1762,DrawIndexed,7.16
1763,DrawIndexed,6.68
1764,DrawIndexed,13.44
1765,DrawIndexed,7.8
1766,DrawIndexed,5.8
1767,DrawIndexed,7.04
1768,DrawIndexed,7.96
1769,DrawIndexed,6.68
1770,DrawIndexed,8.08
1771,DrawIndexed,7.52
1772,DrawIndexed,7.16
1773,DrawIndexed,6.16
1774,DrawIndexed,6.04
1775,DrawIndexed,5.92
1776,DrawIndexed,6.64
1777,DrawIndexed,7.96
1778,DrawIndexed,7
1779,DrawIndexed,5.64
1780,DrawIndexed,7.28
1781,DrawIndexed,5.68
1782,DrawIndexed,5.08
1783,DrawIndexed,4.6
1784,DrawIndexed,5.52
1785,DrawIndexed,7.24
1786,DrawIndexed,6.12
1787,DrawIndexed,4.76
1788,DrawIndexed,7.04
1789,DrawIndexed,7.92
1790,DrawIndexed,5.68
1791,DrawIndexed,6.4
1792,DrawIndexed,7.64
1793,DrawIndexed,11.16
1794,DrawIndexed,6.72
1795,DrawIndexed,8.88
1796,DrawIndexed,7.44
1797,DrawIndexed,5.92
1798,DrawIndexed,5.88
1799,DrawIndexed,5.8
1800,DrawIndexed,5.2
1801,DrawIndexed,6.2
1802,DrawIndexed,7.08
1803,DrawIndexed,7.08
1804,DrawIndexed,6.2
1805,DrawIndexed,5.84
1806,DrawIndexed,5.52
1807,DrawIndexed,4.88
1808,DrawIndexed,6.2
1809,DrawIndexed,7.08
1810,DrawIndexed,5.6
1811,DrawIndexed,4.84
1812,DrawIndexed,6.72
1813,DrawIndexed,4.56
1814,DrawIndexed,5.88
1815,DrawIndexed,6.04
1816,DrawIndexed,5.08
1817,DrawIndexed,5.08
1818,DrawIndexed,5.08
1819,DrawIndexed,4.76
1820,DrawIndexed,5.04
1821,DrawIndexed,6.04
1822,DrawIndexed,5.12
1823,DrawIndexed,4.96
1824,DrawIndexed,4.92
1825,DrawIndexed,5.04
1826,DrawIndexed,5.88
1827,DrawIndexed,5.52
1828,DrawIndexed,5.56
1829,DrawIndexed,4.88
1830,DrawIndexed,5.04
1831,DrawIndexed,5.32
1832,DrawIndexed,4.92
1833,DrawIndexed,4.84
1834,DrawIndexed,7.68
1835,DrawIndexed,6.52
1836,DrawIndexed,5.16
1837,DrawIndexed,7
1838,DrawIndexed,6.72
1839,DrawIndexed,6.52
1840,DrawIndexed,5.04
1841,DrawIndexed,6.64
1842,DrawIndexed,7.32
1843,DrawIndexed,7.32
1844,DrawIndexed,7.08
1845,DrawIndexed,4.96
1846,DrawIndexed,6.88
1847,DrawIndexed,5.08
1848,DrawIndexed,7.28
1849,DrawIndexed,6.84
1850,DrawIndexed,7.12
1851,DrawIndexed,5.32
1852,DrawIndexed,7.28
1853,DrawIndexed,5
1854,DrawIndexed,7.28
1855,DrawIndexed,5.28
1856,DrawIndexed,8.12
1857,DrawIndexed,5.36
1858,DrawIndexed,7.6
1859,DrawIndexed,5.2
1860,DrawIndexed,7.16
1861,DrawIndexed,4.92
1862,DrawIndexed,7.28
1863,DrawIndexed,4.8
1864,DrawIndexed,7.6
1865,DrawIndexed,4.68
1866,DrawIndexed,7.24
1867,DrawIndexed,7.16
1868,DrawIndexed,7.24
1869,DrawIndexed,7.32
1870,DrawIndexed,6.52
1871,DrawIndexed,6.88
1872,DrawIndexed,6.48
1873,DrawIndexed,6.44
1874,DrawIndexed,6.48
1875,DrawIndexed,6.56
1876,DrawIndexed,6.48
1877,DrawIndexed,6.8
1878,DrawIndexed,7.24
1879,DrawIndexed,7
1880,DrawIndexed,7.36
1881,DrawIndexed,7.08
1882,DrawIndexed,6.6
1883,DrawIndexed,6.8
1884,DrawIndexed,6.64
1885,DrawIndexed,6.4
1886,DrawIndexed,6.88
1887,DrawIndexed,6.48
1888,DrawIndexed,6.52
1889,DrawIndexed,7.16
1890,DrawIndexed,6.56
1891,DrawIndexed,6.64
1892,DrawIndexed,6.44
1893,DrawIndexed,6.84
1894,DrawIndexed,7.2
1895,DrawIndexed,6.52
1896,DrawIndexed,7.44
1897,DrawIndexed,8.16
1898,DrawIndexed,14.12
1899,DrawIndexed,7
1900,DrawIndexed,7.48
1901,DrawIndexed,6.92
1902,DrawIndexed,7.24
1903,DrawIndexed,7.16
1904,DrawIndexed,7.04
1905,DrawIndexed,7.28
1906,DrawIndexed,7.08
1907,DrawIndexed,7.16
1908,DrawIndexed,7.72
1909,DrawIndexed,7
