Region,Id,Name,Params,,,,,,,,,,,,
\Camera.Render,40,CopySubresourceRegion,1449,0,0,0,0,1435,0,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer\Clear,41,ClearRenderTargetView,1473, { 0.0307134,0.0742136,0.191202, 0 },,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,42,ClearRenderTargetView,1482, { 0,0,0, 0 },,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,43,ClearRenderTargetView,1486, { 0,0,0, 0 },,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,44,ClearRenderTargetView,98, { 0,0,0, 0 },,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,45,ClearDepthStencilView,1491,3,0,0,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer\QuadTreeBatchNode.Render,46,DrawIndexedInstanced,1512,2,0,0,0,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer\QuadTreeBatchNode.Render,47,DrawIndexedInstanced,1536,12,0,0,2,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer\QuadTreeBatchNode.Render,48,DrawIndexedInstanced,1488,50,0,0,0,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer\QuadTreeBatchNode.Render,49,DrawIndexedInstanced,1488,47,0,0,50,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer\QuadTreeBatchNode.Render,50,DrawIndexedInstanced,1512,161,0,0,97,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer\QuadTreeBatchNode.Render,51,DrawIndexedInstanced,1488,42,0,0,258,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer\QuadTreeBatchNode.Render,52,DrawIndexedInstanced,1488,76,0,0,300,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer\QuadTreeBatchNode.Render,53,DrawIndexedInstanced,1512,207,0,0,376,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer\QuadTreeBatchNode.Render,54,DrawIndexedInstanced,1512,222,0,0,583,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer\QuadTreeBatchNode.Render,55,DrawIndexedInstanced,1512,251,0,0,805,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer\QuadTreeBatchNode.Render,56,DrawIndexedInstanced,1536,803,0,0,1056,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,57,DrawIndexed,864,165444,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,58,DrawIndexed,7938,67878,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,59,DrawIndexed,29484,76950,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,60,DrawIndexed,8814,60993,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,61,DrawIndexed,2010,402,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,62,DrawIndexed,1608,3216,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,63,DrawIndexed,1206,6030,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,64,DrawIndexed,804,8040,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,65,DrawIndexed,402,9246,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,66,DrawIndexed,1206,10050,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,67,DrawIndexed,804,210816,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,68,DrawIndexed,1464,40902,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,69,DrawIndexed,156,42522,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,70,DrawIndexed,120,43986,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,71,DrawIndexed,156,44226,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,72,DrawIndexed,1308,46902,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,73,DrawIndexed,156,50250,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,74,DrawIndexed,1308,55902,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,75,DrawIndexed,2772,59886,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,76,DrawIndexed,120,67518,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,77,DrawIndexed,1464,69834,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,78,DrawIndexed,1308,73602,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,79,DrawIndexed,120,77898,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,80,DrawIndexed,120,82086,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,81,DrawIndexed,120,85266,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,82,DrawIndexed,120,86694,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,83,DrawIndexed,1308,89934,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,84,DrawIndexed,156,91602,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,85,DrawIndexed,1428,93198,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,86,DrawIndexed,120,95466,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,87,DrawIndexed,156,96342,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,88,DrawIndexed,240,103842,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,89,DrawIndexed,156,106746,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,90,DrawIndexed,1872,1752,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,91,DrawIndexed,1032,4656,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,92,DrawIndexed,240,27744,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,93,DrawIndexed,3696,60798,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,94,DrawIndexed,3396,167244,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,95,DrawIndexed,3396,936,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,96,DrawIndexed,3396,5268,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,97,DrawIndexed,3396,18264,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,98,DrawIndexed,3396,44256,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,99,DrawIndexed,24,167220,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,100,DrawIndexed,24,912,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,101,DrawIndexed,24,5244,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,102,DrawIndexed,24,18240,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,103,DrawIndexed,24,44232,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,104,DrawIndexed,7668,51984,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,105,DrawIndexed,60,48609,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,106,DrawIndexed,84,49287,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,107,DrawIndexed,384,49671,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,108,DrawIndexed,165,50373,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,109,DrawIndexed,102,50838,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,110,DrawIndexed,60,50988,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,111,DrawIndexed,432,51354,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,112,DrawIndexed,60,52104,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,113,DrawIndexed,36,52782,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,114,DrawIndexed,72,53136,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,115,DrawIndexed,36,53526,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,116,DrawIndexed,12,53862,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,117,DrawIndexed,120,54492,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,118,DrawIndexed,324,54912,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,119,DrawIndexed,552,55554,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,120,DrawIndexed,48,57060,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,121,DrawIndexed,24,57432,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,122,DrawIndexed,12,57480,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,123,DrawIndexed,12,57792,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,124,DrawIndexed,36,58122,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,125,DrawIndexed,96,58458,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,126,DrawIndexed,396,59154,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,127,DrawIndexed,24,60192,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,128,DrawIndexed,7248,8016,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,129,DrawIndexed,3624,76218,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,130,DrawIndexed,4332,139212,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,131,DrawIndexed,5052,210966,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,132,DrawIndexed,9846,227598,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,133,DrawIndexed,3624,260442,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,134,DrawIndexed,6222,55062,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,135,DrawIndexed,3624,139554,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,136,DrawIndexed,3624,151194,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,137,DrawIndexed,12300,179100,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,138,DrawIndexed,8016,19290,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,139,DrawIndexed,3624,48330,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,140,DrawIndexed,3624,59970,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,141,DrawIndexed,5052,78492,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,142,DrawIndexed,6222,129408,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,143,DrawIndexed,4332,160422,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,144,DrawIndexed,9846,205104,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,145,DrawIndexed,8016,237498,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,146,DrawIndexed,4332,249138,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,147,DrawIndexed,14238,0,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,148,DrawIndexed,5052,60432,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,149,DrawIndexed,4332,161358,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,150,DrawIndexed,5052,175536,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,151,DrawIndexed,15264,185640,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,152,DrawIndexed,6222,6222,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,153,DrawIndexed,3624,30306,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,154,DrawIndexed,5052,95826,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,155,DrawIndexed,3624,189654,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,156,DrawIndexed,6222,253428,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,157,DrawIndexed,8016,0,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,158,DrawIndexed,8016,24792,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,159,DrawIndexed,3624,50208,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,160,DrawIndexed,4332,22194,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,161,DrawIndexed,4332,32748,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,162,DrawIndexed,3624,77856,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,163,DrawIndexed,3624,106992,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,164,DrawIndexed,4332,116838,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,165,DrawIndexed,11274,160200,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,166,DrawIndexed,8016,223770,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,167,DrawIndexed,8016,66552,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,168,DrawIndexed,5052,98130,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,169,DrawIndexed,11640,112566,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,170,DrawIndexed,9846,134052,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,171,DrawIndexed,5052,156342,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,172,DrawIndexed,6222,218520,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,173,DrawIndexed,3624,237186,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,174,DrawIndexed,3624,247032,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,175,DrawIndexed,8016,255708,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,176,DrawIndexed,11640,0,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,177,DrawIndexed,5052,28332,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,178,DrawIndexed,4332,58176,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,179,DrawIndexed,3624,73782,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,180,DrawIndexed,3624,87252,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,181,DrawIndexed,4332,124344,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,182,DrawIndexed,14238,149760,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,183,DrawIndexed,5052,202224,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,184,DrawIndexed,8016,223968,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,185,DrawIndexed,3624,266076,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,186,DrawIndexed,6222,33468,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,187,DrawIndexed,5052,62094,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,188,DrawIndexed,3624,108006,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,189,DrawIndexed,5052,157092,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,190,DrawIndexed,3624,172698,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,191,DrawIndexed,3624,182544,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,192,DrawIndexed,3624,192390,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,193,DrawIndexed,5052,208458,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,194,DrawIndexed,8016,225798,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,195,DrawIndexed,5052,22914,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,196,DrawIndexed,10104,75672,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,197,DrawIndexed,6222,89400,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,198,DrawIndexed,6222,101844,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,199,DrawIndexed,5052,153636,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,200,DrawIndexed,3624,164910,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,201,DrawIndexed,8016,187824,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,202,DrawIndexed,2286,29526,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,203,DrawIndexed,630,42672,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,204,DrawIndexed,10848,2943,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,205,DrawIndexed,6,21339,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,206,DrawIndexed,1506,27231,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,207,DrawIndexed,6201,30237,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,208,DrawIndexed,684,43986,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,209,DrawIndexed,2799,47613,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,210,DrawIndexed,96,51912,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,211,DrawIndexed,1500,58023,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,212,DrawIndexed,438,73947,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,213,DrawIndexed,0,75885,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,214,DrawIndexed,1500,74385,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,215,DrawIndexed,438,86805,0,,,,,,,,,,
\Camera.Render\Drawing\Render.OpaqueGeometry\RenderDeferred.GBuffer,216,DrawIndexed,96,93291,0,,,,,,,,,,
